ID,Project Description,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Project Exemption Reason,Cost Benefit Report PDF,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Mining Date of Issue,Mining Date of Validity,Mining Lease Period,Mining Date of Expiry,Mining Lease Area,Mining Production Capacity,Mining Other Info,Mining Status of Approval,Mining Estimated Reserve Names,Mining Estimated Reserve FL,Mining Estimated Reserve NFL,Mining Proved Reserves,Mining Indicated Reserves,Mining Inferred Reserves,Mining Mineable Reserves,Mining Approved Life of Mine,Mining Approving Authority Name,Mining Life of Mine Other Info,Mining Type of Mining,Mining Method of Mining,Mining Type of Mining Other Info,Mining Blasting Other Info,Mining External Dumping Remarks,Mining Internal Dumping Remarks,Mining Topsoil Dumping Remarks,Mining Total Quarry Area,Mining Quarry Other Info,Mining Transportation Mode From Pithead,Mining Transportation Mode From Loading,Mining Transportation Mode Other Info,Mining Plantation Area,Mining Water Body,Mining Public Use,Mining Other Use,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,Forest Clearance Present Owners,Village Code,KML URLs,Employment (Construction),Employment (Operational),proposal_url,District,Plot Number
65302916,"Interconnecting 220KV D/C Transmission line from 400/220KV PGCIL Colvale Substation to Saligao Substation,",New,FP/GA/OTHERS/471461/2024,2024-05-03T05:22:39.362+00:00,,DELISTED_BY_SYSTEM,60.2,3345.62,OFFICE OF THE EXECUTIVE ENGINEER ELECTRICITY DEPARTMENT DIVISION IX,,Forest clearance form,,,,"Submission of Tender documents (hard copy) for EPC turnkey project work of survey, Design, Supply, Erection, and Commissioning of 3 X 63MVA 220/33 KV GIS substation at Saligao along with associated interconnecting 220KV D/C Transmission line from 400/220KV PGCIL Colvale Substation to Saligao Substation, Goa.",GOA,Bardez,Tivim,,,404,Linear,59.362,0.838,60.2,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-11-21T18:30:00.000+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DIVISION IX, EHV DIVISION, THIVIM, BARDEZ, TALUK GOA",colvale,30,State Government (Department/Autonomous body),EXECUTIVE ENGINEER,THIVIM,30,,626670,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=64109711&refType=caf&uuid=b3c90419-679c-4044-8708-1bcb3247c2a6&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=64109711&refType=FC&uuid=2e17cf86-aaff-46fa-accc-6ce90b052254&version=1.0,63200.0,27020.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=65302916,North Goa,404
66507916,"The auction of  Block VII Cudnem Mineral Block  was conducted on 26/04/2023 and Vedanta Limited was declared as “Preferred Bidder.” The Letter of Intent was issued on 12/07/2023, The extent of  Mineral Block is 75.3004 Ha and is located in Cudnem, Onda and Sonus Vonvoliem Villages of  Bicholim  and Sattari Talukas, North Goa District, Goa State. The proposed production capacity is 0.5 MTPA of Iron Ore.  Open cast mechanized mining method will be adopted.",New,SIA/GA/MIN/472110/2024,2024-05-08T04:49:27.949+00:00,,ToR Granted,75.3004,8500.0,VEDANTA LIMITED,Mineral Engineering Services,Environment clearance form,TOR,B1,Mining of minerals,Block VII Cudnem Mineral Block,GOA,Bicholim,Ona,,SIA/GA/MIN/472110/2024,"42(P), 43(P), 38(P),Road Seasonal Nalla",Non - Linear,69.9392,5.3612,75.3004,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-05-11T11:51:52.728+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626748,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=44236052&refType=caf&uuid=cc0067ce-fd3c-4b4b-be42-7742637f9066&version=1.1,0.0,40880.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=66507916,North Goa,"42(P), 43(P), 38(P),Road Seasonal Nalla"
66624649,"Government of Goa, pursuant to the Mines and Minerals (Development and Regulation) Act, 1957 and its Rules thereunder and the Mineral (Auction) Rules, 2015, issued Notice Inviting Tender dated 25/01/2023 to commence the process for e-auction for grant of Mining Lease for Block V- Advalpale-Thivim Mineral Block. The e-auction process was conducted on 21/04/2023. Fomento Resources Private Limited was declared as ""Preferred Bidder"" upon conclusion of e-auction on 09/06/2023.

The Letter of Intent was issued on 12/07/2023, for the grant of Mining Lease for an area of 36.2202 Ha. The Mineral Block is located in Adwalpale village of Bicholim Taluka and Tivim village of Bardez Taluka, North Goa District, Goa.

The proposed production capacity of Iron Ore is 0.3 Million Tonnes Per Annum (MTPA). Mechanized opencast mining method will be adopted.",New,SIA/GA/MIN/472336/2024,2024-05-09T10:26:59.868+00:00,2024-09-09T08:29:56.453+00:00,EC Granted,36.2202,5434.0,FOMENTO RESOURCES PRIVATE LIMITED,,Environment clearance form,EC,B1,,Block V - Advalpale - Thivim Mineral Block,GOA,Bardez,Tivim,,152/3/2023-24/GSEIAA/Project-Prop,86,Non - Linear,36.2202,0.0,36.2202,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-05-10T13:26:38.212+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626670,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=7986929&refType=caf&uuid=19163b66-5c37-4286-97bb-4a4e5dd445e6&version=1.2,0.0,46135.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=66624649,North Goa,86
66872903,"The proposal is to construct a Residential Project at Plot B of land bearing Survey No. 207/2 of Candolim, Bardez Taluka, North Goa with a built-up area of 26365.12 sqm on a total plot area of 17440 sqm. Initially, Aqaab Grih Nirman Pvt Ltd had planned to construct villas with a built-up area of 19,223.78 sqm, for which they obtained necessary regulatory permissions including TCP approved plans, CTE for villas, Section 44 permission for development, Health NOC, construction license & section 17 A clearance for land cutting. Of the total plot area measuring 17,440 sqm, excavation of 1684 sqm was conducted in May 2023, yielding 4179 m3 of excavated earth. However, due to increased demand for residential flats over villas, the project plans have been revised. The new proposal entails constructing residential buildings with a built-up area of 26,365.12 sqm, which now falls under purview of the EIA notification of 2006 construction progress has been halted until EC is obtained.",New,SIA/GA/INFRA2/472393/2024,2024-05-10T05:37:13.218+00:00,2025-07-02T05:44:02.295+00:00,EC Rejected,1.744,13584.56,AQAAB GRIH NIRMAN PRIVATE LIMITED,,Environment clearance form,TOR,B2,Building / Construction,"Proposed Residential Project located at Plot B of land bearing Survey No. 207/2 of Candolim Village, Bardez Taluka, Goa by M/s. Aqaab Grih Nirman Private Limited, Mr. Kian Shroff & Mrs. Nicole Shroff represented By P.O.A Mr. Zakaria M.F. Darvesh.",GOA,Bardez,Kandoli,,SIA/GA/INFRA2/472393/2024,207/2,Non - Linear,1.744,0.0,1.744,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,YES,NO,NO,2024-05-13T05:41:22.171+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=66872294&refType=caf&uuid=dd569ee2-fb62-4a3d-b341-38b2cc1f7162&version=1.0,36500.0,2190.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=66872903,North Goa,207/2
66919406,"The proposed project consists of 7 shops, 172nos. of 2BHK & 56nos. of 3BHK, Reception Block, Club House , Gym & Swimming Pool. The total plot area of the land on which the project is located is 12730.00 Sq.mtrs & has a built -up area of 33372.64Sq.mtrs.",New,SIA/GA/INFRA2/472461/2024,2024-05-10T10:02:33.502+00:00,,DELISTED_BY_SYSTEM,1.273,11803.48,KRISHNA KUDNEKAR,,Environment clearance form,TOR,B2,Building / Construction,"Proposed Construction of ""Residential cum Commercial Project"" on Plot bearing Survey no. 21/2-A-3, 21/2-B,21/2-C at Bainguinim Village, Tiswadi Taluka, North Goa,Goa",GOA,Tiswadi,BAINGINI,,SIA/GA/INFRA2/472461/2024,"21/2-A-3, 21/2-B & 21/2-C",Non - Linear,1.273,0.0,1.273,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,YES,NO,NO,2024-05-13T08:17:21.714+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626715,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=66916587&refType=caf&uuid=eea32c3f-fad9-4db8-bd07-4973889a6651&version=1.0,73000.0,1095.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=66919406,North Goa,"21/2-A-3, 21/2-B & 21/2-C"
66938166,"Zuari Industries Limited is proposing construction of a residential cum commercial project 'Hamlet Residences' on plot bearing Survey No. 194/1-A-4 of Sancoale Village, Mormugao Taluka, South Goa with a total built-up area of 62,953.12 sqm on a total plot area of 32,267 sqm.",New,SIA/GA/INFRA2/472479/2024,2024-05-10T11:18:56.925+00:00,,DELISTED_BY_SYSTEM,3.2267,12000.0,ZUARI INDUSTRIES LIMITED,,Environment clearance form,TOR,B2,Building / Construction,Hamlet Residences - A Residential cum Commercial Development by Zuari Industries Limited,GOA,Mormugao,SANKVAL,,SIA/GA/INFRA2/472479/2024,Survey No. 194/1-A-4,Non - Linear,3.2267,0.0,3.2267,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,YES,NO,NO,2024-05-12T11:36:56.759+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=66936817&refType=caf&uuid=9832085c-587b-406c-a586-bbae259367d4&version=1.0,36500.0,5110.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=66938166,South Goa,Survey No. 194/1-A-4
67459818,"This project is to install floating trash barriers across the creeks in Panjim Goa. These are passive barriers that will stop all marine debris and plastics, only allowing water to flow past. These barriers are secured on both sides and the barrier can be removed from water anytime if required. This stops the plastics and litter from reaching the sea and pollute the coast.",New,IA/GA/CRZ/472614/2024,2024-05-12T04:36:42.420+00:00,,Under Examination with SCZMA,0.01,160.0,Alphamers Limited,,CRZ clearance form,CRZ,,,Installing Floating Trash Barriers in creeks of Goa,GOA,Bardez,ARPORA,,,,Linear,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,These are suitable looking at the entire trash generating areas,NO,NO,NO,2024-05-13T15:44:35.871+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626673,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=65896389&refType=caf&uuid=fedfca7b-f46f-4939-8594-1b18f22d2fac&version=1.1,290.0,4010.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=67459818,North Goa,
67745541,"The proposal is for obtaining an extension of validity for the Basalt Stone Quarry bearing Lease No. 5/Basalt/MU/91, (Quarry bearing Lease no. 5/Basalt/MU/91 as per Environment clearance vide no.3-181-2010/STE-DIR/97  dated 21/03/2013) which was granted for a combined capacity at a production rate of 42,500 cubic meters per month for its two quarries sharing a common boundary belonging to M/S. Vassudeva Tamba Metal Quarry and received extension of validity  vide letter No. 3-181-2010/STE-DIR/223 dated 21/05/2020,vide letter No. 1-04-2021/GSEIAA/Misc/221 dated 06/12/2022. 
The Quarry has lease area of 2.98 Ha and is located at Survey No. 11/1, 11/2, and 11/6 in St. Pedro, Village Panelim, Taluka Tiswadi, North Goa, Goa.",New,SIA/GA/MIN/472685/2024,2024-05-13T08:23:49.468+00:00,2024-11-06T10:22:42.123+00:00,EC Granted,2.98,74.59,M/S VASSUDEVA TAMBA METAL QUARRY,,Application for Validity Extension of EC- Form-6,OTHER,,,"Extension of Validity for Basalt Stone Quarry bearing lease no. 5/Basalt/MU/91 (Quarry bearing Lease no. 5/Basalt/MU/91 as per EC vide no.3-181-2010/STE-DIR/97 dated 21/03/2013 & Consent To Operate vide no. 12/2022-PCB/1507034/O00011080 dated 15/02/2023, Lease no. 5/Basalt/91 as per lease deed) admeasuring lease area of 2.98 Ha located at Survey No. 11/1,11/2 & 11/6 at St. Pedro of Village Panelim, Taluka-Tiswadi, North Goa, Goa .",GOA,Tiswadi,Panelim (OG),,3-181-2010/STE-DIR/97,"11/1,11/2,11/6",Non - Linear,2.98,0.0,2.98,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,YES,NO,NO,2024-05-14T07:42:43.066+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626736,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=67742605&refType=caf&uuid=050e4a25-eed8-4d14-87c6-283d61c94b86&version=1.0,0.0,6000.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=67745541,North Goa,"11/1,11/2,11/6"
67752930,"BLOCK III - SIRIGAO MINERAL BLOCK, over an extent of 95.6712Ha located in Sirigao Village of Bicholim Taluka of North Goa District, Goa. Production capacity is 0.5 MTPA of iron ore and Open cast mining with ‘A’ category.",New,SIA/GA/MIN/472705/2024,2024-05-13T09:57:43.001+00:00,2024-09-09T12:36:08.831+00:00,EC Granted,95.6712,12622.0,RAJARAM BANDEKAR (SIRIGAO) MINES PRIVATE LIMITED,,Environment clearance form,EC,B1,,Block III-Monte De Sirigao Mineral Block,GOA,Bicholim,Sirigao,,128/3/2023-24/GSEIAA/GSEAC,"47, 52, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 69, 70, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 94, 95, 79 &  ROAD",Non - Linear,95.6712,0.0,95.6712,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,YES,NO,2024-05-13T11:46:52.515+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626746,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=5880441&refType=caf&uuid=192c6a6a-ff6d-44b5-8a90-2210b5b220a9&version=1.1,0.0,27720.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=67752930,North Goa,"47, 52, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 69, 70, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 94, 95, 79 &  ROAD"
67753559,"The proposal is for obtaining an extension of validity for the Basalt Stone Quarry bearing Lease No. 3/Basalt/05, (The Lease no. of the quarry is 3/Basalt 05/as per Environment clearance vide no.3-181-2010/STE-DIR/97 dated 21/03/2013) which was granted for a combined capacity at a production rate of 42,500 cubic meters per month for its two quarries sharing a common boundary belonging to M/S. Vassudeva Tamba Metal Quarry and recieved extension of validity vide letter No. 3-181-2010/STE-DIR/222 dated 21/05/2020,vide letter No. 1-04-2021/GSEIAA/Misc/222 dated 06/12/2022. The Quarry admeasuring lease area of 1.20 hectares and is located at Survey No. 11/1, 11/2, and 11/6 in St. Pedro, Village Panaji, Taluka Tiswadi, North Goa, Goa.",New,SIA/GA/MIN/472708/2024,2024-05-13T10:03:32.293+00:00,2024-10-15T09:25:41.427+00:00,EC Granted,1.2,19.9694,M/S VASSUDEVA TAMBA METAL QUARRY,,Application for Validity Extension of EC- Form-6,OTHER,,,"Extension of validity of Environment Clearance for Basalt Stone Quarry bearing lease no.3/Basalt/05(Lease no. 3/Basalt/05 as per EC vide no.3-181-2010/STE-DIR/97 dated 21/03/2013 & its subsequent extensions, Consent To Operate vide no.12/2022-PCB/1441674/O00010711 dated 23/12/2022 & Lease no. 3/BASALT/Mur/Lat-Boulders/05 as per Lease Order no.34/316/2005-Mines/Part/2967 dated 15/01/2024) admeasuring 1.20 Ha located at Survey no.11/1, 11/2 & 11/6 at St. Pedro of Village Panelim,Taluka-Tiswadi,Goa",GOA,Tiswadi,PANVELIM,,3-181-2010/STE-DIR/97,"11/1,11/2, 11/6",Non - Linear,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,YES,NO,NO,2024-05-14T07:58:00.389+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=67751595&refType=caf&uuid=48b890fc-5533-458d-a049-4ed5f0f3ec84&version=1.0,0.0,6000.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=67753559,North Goa,"11/1,11/2, 11/6"
67767665,"The proposal is for obtaining an Extension of Validity  for the Basalt Stone Quarry bearing Lease No. 04/Basalt/07 admeasuring total lease area of 1.62 Ha located at Survery.no. 11/1,11/2 & 11/6 at St. Pedro of Village Panelim Taluka Tiswadi North Goa, Goa",New,SIA/GA/MIN/472743/2024,2024-05-13T12:00:18.903+00:00,2024-10-15T09:22:33.805+00:00,EC Granted,1.62,8.9571,SHEILAJA TAMBA,,Application for Validity Extension of EC- Form-6,OTHER,,,"Extension of validity of Environment Clearance for  Basalt Stone Quarry bearing lease no. 04/Basalt/07 admeasuring 1.62 Ha located at Survey no. 11/1, 11/2 & 11/6 at St. Pedro of Village Panelim, Taluka-Tisawadi, North Goa, Goa",GOA,Tiswadi,Panelim (OG),,3-181-2010/STE-DIR/97,"11/1,11/2,11/6",Non - Linear,1.62,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,YES,NO,NO,2024-05-14T08:10:11.387+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626736,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=67762093&refType=caf&uuid=4a42b553-f178-4cdf-ad07-cdd10940e48d&version=1.0,0.0,6000.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=67767665,North Goa,"11/1,11/2,11/6"
67818970,"The proposal is for obtaining an Extension of Validity of Environment Clearance for the Basalt Stone Quarry bearing lease no. 01/Basalt/04 admeasuring area of 0.5080 Ha located at Survery.no.52/0 (p) of Village Uguem, Taluka Sanguem, South Goa, Goa. The project has obtained prior Environment Clearance on 12th April 2013. Latest extension of validity of EC granted to the project on 18th May 2023  was valid till 11th April 2024.",New,SIA/GA/MIN/472839/2024,2024-05-14T09:11:49.615+00:00,2025-02-03T05:46:15.124+00:00,EC Granted,0.508,11.2,J. L. BAPTISTA,,Application for Validity Extension of EC- Form-6,OTHER,,,"Extension of Validity of Environment Clearance for Basalt Stone Quarry bearing lease no. 01/BASALT/04 admeasuring 0.5080 Ha located at Survery.no.52/0(p) of Village Uguem, Taluka Sanguem, South Goa, Goa",GOA,Sanguem,UGEM,,3-181-2010/STE-DIR/12,52/0 (p),Non - Linear,0.508,0.0,0.508,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,YES,NO,NO,2024-05-14T11:34:49.200+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627003,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=67781333&refType=caf&uuid=4bccdf72-fd92-4281-a2f0-0e3cab17a803&version=1.0,0.0,7350.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=67818970,South Goa,52/0 (p)
67850860,"The proposal is for obtaining an Extension of Validity  for the Basalt Stone Quarry bearing lease no. 04/Basalt/04 admeasuring area of 0.7150 Ha located at Survery.no.52/0 (p) of Village Uguem, Taluka Sanguem, South Goa, Goa. The project had obtained prior Environment Clearance on 12th April 2013. Latest extension of validity granted on  18.05. 2023  is valid till 11.04.2024.",New,SIA/GA/MIN/472887/2024,2024-05-14T12:02:00.947+00:00,2025-02-03T05:50:33.949+00:00,EC Granted,0.715,11.5,J. L. BAPTISTA,,Application for Validity Extension of EC- Form-6,OTHER,,,"Extension of Validity of Environment Clearance for Basalt Stone Quarry bearing lease no. 04/BASALT/04 admeasuring 0.7150 Ha located at Survery.no.52/0(p) of Village uguem, Taluka Sanguem, South Goa, Goa",GOA,Sanguem,UGEM,,3-181-2010/STE-DIR/12,52/0,Non - Linear,0.715,0.0,0.715,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,YES,NO,NO,2024-05-16T11:42:44.966+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627003,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=67849798&refType=caf&uuid=7d5568a4-81ba-47ca-a7ca-4cc6105708a0&version=1.0,0.0,7350.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=67850860,South Goa,52/0
68111148,"The project initially proposed a hotel with 2 basements, stilt & four floors having a built-up area of 19,819.28 sqm, following a permissible FAR of 80%. Regulatory permissions including technical clearance, construction license, and plan approval were obtained. Excavation commenced as per the approved plan, resulting in an existing excavated area of 5837.76 sqm and an existing excavated quantity of 45436.21m3.
With a newly granted permissible FAR of 199%, the building plans have been revised to accommodate 2 basements+ Stilt+ 8 Floors, resulting in a proposed built-up area of 32,971.41 sqm. This expanded scope now falls within the ambit of the Environmental Impact Assessment (EIA) notification of 2006",New,SIA/GA/INFRA2/472980/2024,2024-05-15T08:38:56.836+00:00,,Referred to SEIAA,0.6678,25000.0,WORLDWIDE RESORTS AND ENTERTAINMENT PRIVATE LIMITED,,Environment clearance form,TOR,B2,Building / Construction,"Proposed construction of Hotel Building on Plot Bearing Survey No. 14/1, 14/2, 15/1, 16/1, 17/1, 17/2, 17/3, 18/1, 19/1, 19/2, 19/3, 20/1, 20/2, 20/3, 21/1 to 8, 31/1, 35/1, Plot No. 358 situated at Bambolim Village Tiswadi Taluka, Goa by M/s. Worldwide Resorts & Entertainment Private Limited",GOA,Tiswadi,BAMBOLI,,SIA/GA/INFRA2/472980/2024,,Non - Linear,0.6678,0.0,0.6678,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,YES,NO,NO,2024-05-15T09:48:19.870+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626733,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=68109545&refType=caf&uuid=7cb9bac5-9d20-4983-a20e-6a6c374d95ed&version=1.0,73000.0,209510.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=68111148,North Goa,
68122131,"The Government of Goa, pursuant to the Mines and Minerals (Development and Regulation) Act, 1957 and its Rules thereunder and the Mineral (Auction) Rules, 2015, issued Notice Inviting Tender dated 30/09/2022 to commence the process for auction for grant of Mining Lease for Block IV – Kalay Mineral Block. The auction process was conducted on 21/12/2022 and Fomento Resources Private Limited was declared as “Preferred Bidder”. 
The Letter of Intent was issued on 13/01/2023, to be read with letter dated 13/03/2023, for the grant of Mining Lease. 
The area of the Mineral Block is 152.5073  Ha and is located in Santona village, Sanguem Taluka, South Goa District, Goa.
The proposed production capacity of Iron Ore is 0.75 MTPA. Mechanized open cast mining method will be adopted.",New,FP/GA/MIN/QRY/472990/2024,2024-05-15T09:24:25.920+00:00,,Pending at UA for Compliance Report,152.5073,3680.0,FOMENTO RESOURCES PRIVATE LIMITED,,Forest clearance form,,,,Block IV – Kalay Mineral Block,GOA,Sanguem,SANTONA,,,"7/1,8/1,8/2,11/1,15/1,15/2,16/1,23/1,24/1,25/1,25/2,26/1,27/1,28/3,28/4,28/5,28/6,29/1,38/1,38/3,39/1,40/1,40/2,40/3,40/4,40/5,40/6,40/7,40/8,40/9,40/10,40/11,40/12,40/13,41/1,42/1,43/1,Nallah & Road",Non - Linear,131.3743,21.133,152.5073,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-06-24T18:30:00.000+00:00,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=59020&refId=68122105&refType=fc&uuid=eff2bec3-2751-4310-8f0c-3f115a7015ef&version=1.0,Non-forest Land,true,2023-01-13T00:00:00.000+00:00,03/00,50/00,2074-04-02T00:00:00.000+00:00,152.5073,0.75,Date of Expiry of the Mining Lease is estimated date. The Lease period will be 50 years from the registration of Executed Mining Lease.,Approved,Iron Ore,1.758,14.973,8.188,0.0001,8.543,16.731,24/00,"Indian Bureau of Mines, Government of India","Mining Lease (ML) will be valid for 50 yrs from the date of execution. Mineral Reserves & Resources declared by Goa State Govt. are based on the limited exploration data. The life of the mine (24 yrs) has been arrived based on the present Reserves & Resources declared by Goa State Government. The ore body exposed in the Block & adjacent mines suggests the availability of additional Mineral Reserves & Resources, which will be proved by proposed exploration & the life of the Mine will extend.",Opencast,Mechanized,No Drilling and Blasting,Environment friendly ripping and dozing method will be adopted.,There will be no external dumping,Dumping will be carried out within the mineral block in the form of benches with a maximum height of 8 m each.,Top soil will not be generated as most of the land is already broken.,99.4586,Final void of 40m will be kept after backfilling the mine pit.,By road using tipper trucks/ dumpers,By road using tipper trucks/ dumpers,Nil,89.9678,44.1356,1.5377,16.8662,"102, 1st Floor, Kamat Metropolis-I, Behind Caculo Mall, St. Inez, Panaji, North Goa, 403001",Panaji,30,Private Limited,General Manager,Panaji,30,Sociedade de Fomento,626987,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4039413&refType=caf&uuid=e9fbd24b-2d0b-4980-b348-95731d9ec2bb&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=59061&refId=4039413&refType=FC&uuid=6624ce40-9a70-4538-ae68-1b85f8ef8e0c&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4039413&refType=FC&uuid=9e874db9-3396-4c93-96c5-078e90204e6b&version=1.0,0.0,86355.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=68122131,South Goa,"7/1,8/1,8/2,11/1,15/1,15/2,16/1,23/1,24/1,25/1,25/2,26/1,27/1,28/3,28/4,28/5,28/6,29/1,38/1,38/3,39/1,40/1,40/2,40/3,40/4,40/5,40/6,40/7,40/8,40/9,40/10,40/11,40/12,40/13,41/1,42/1,43/1,Nallah & Road"
